article_id,section,topic,paywall_type,publish_date
a_01188,meinung,gastkommentar,metered,2025-05-04
a_01189,feuilleton,kunst,metered,2025-04-01
a_01190,meinung,gastkommentar,metered,2025-10-21
a_01191,wirtschaft,banken,premium,2025-05-15
a_01192,international,amerika,premium,2026-01-22
a_01193,international,afrika,metered,2025-12-16
a_01194,politik,nahost,metered,2025-07-13
a_01195,politik,abstimmungen,metered,2025-07-07
a_01196,politik,bundesrat,metered,2025-01-01
a_01197,wirtschaft,makro,metered,2025-12-27
a_01198,lifestyle,gesundheit,premium,2026-05-14
a_01199,wirtschaft,boerse,metered,2026-04-16
a_01200,meinung,gastkommentar,metered,2025-11-29
a_01201,feuilleton,kunst,premium,2026-01-16
a_01202,politik,usa_politics,free,2026-04-26
a_01203,politik,abstimmungen,free,2025-03-13
a_01204,international,klima,metered,2026-02-10
a_01205,meinung,kolumne,premium,2025-01-02
a_01206,technologie,startups,free,2026-02-13
a_01207,wirtschaft,immobilien,free,2025-03-13
a_01208,sport,olympia,metered,2025-10-25
a_01209,technologie,gadgets,premium,2024-11-02
a_01210,lifestyle,reisen,metered,2024-11-04
a_01211,technologie,climate_tech,metered,2025-11-30
a_01212,meinung,leitartikel,premium,2026-04-20
a_01213,meinung,kolumne,metered,2025-01-06
a_01214,feuilleton,film,free,2026-03-20
a_01215,technologie,startups,free,2026-02-02
a_01216,feuilleton,theater,metered,2026-01-16
a_01217,technologie,ki,premium,2025-04-15
a_01218,sport,fussball,premium,2026-04-18
a_01219,meinung,gastkommentar,free,2025-11-05
a_01220,sport,ski,metered,2025-02-20
a_01221,meinung,kolumne,free,2026-04-20
a_01222,technologie,climate_tech,metered,2025-04-21
a_01223,feuilleton,musik,metered,2025-08-30
a_01224,sport,eishockey,premium,2025-02-04
a_01225,sport,fussball,metered,2025-06-25
a_01226,politik,abstimmungen,free,2025-11-28
a_01227,lifestyle,gesundheit,metered,2026-04-30
a_01228,technologie,ki,premium,2025-07-25
a_01229,politik,usa_politics,metered,2025-11-11
a_01230,politik,usa_politics,premium,2025-01-02
a_01231,international,asien,metered,2025-03-25
a_01232,lifestyle,familie,metered,2025-10-16
a_01233,technologie,climate_tech,metered,2024-11-26
a_01234,technologie,gadgets,premium,2025-05-25
a_01235,lifestyle,essen,metered,2024-12-07
a_01236,meinung,leitartikel,metered,2025-08-25
a_01237,politik,usa_politics,premium,2025-04-09
a_01238,sport,tennis,free,2025-04-08
a_01239,feuilleton,musik,metered,2025-08-08
a_01240,wirtschaft,immobilien,metered,2025-02-06
a_01241,lifestyle,reisen,metered,2026-02-04
a_01242,technologie,climate_tech,premium,2025-08-01
a_01243,international,klima,metered,2026-05-02
a_01244,politik,usa_politics,metered,2025-03-18
a_01245,international,europa,free,2024-12-08
a_01246,meinung,gastkommentar,premium,2025-07-04
a_01247,meinung,gastkommentar,metered,2025-01-03
a_01248,wirtschaft,immobilien,free,2025-06-21
a_01249,meinung,kolumne,premium,2026-02-12
a_01250,meinung,leitartikel,premium,2026-05-25
a_01251,technologie,gadgets,metered,2025-08-05
a_01252,wirtschaft,makro,metered,2025-02-22
a_01253,technologie,cybersecurity,premium,2025-06-24
a_01254,politik,usa_politics,free,2025-04-23
a_01255,politik,abstimmungen,premium,2025-01-13
a_01256,sport,fussball,metered,2026-02-24
a_01257,politik,bundesrat,metered,2026-01-18
a_01258,technologie,gadgets,free,2025-04-29
a_01259,sport,ski,free,2025-08-22
a_01260,wirtschaft,boerse,free,2025-08-19
a_01261,feuilleton,theater,metered,2025-07-20
a_01262,sport,eishockey,premium,2026-02-06
a_01263,meinung,leitartikel,metered,2025-12-29
a_01264,lifestyle,gesundheit,metered,2024-11-03
a_01265,meinung,kolumne,metered,2025-03-17
a_01266,meinung,leitartikel,metered,2026-06-04
a_01267,meinung,leitartikel,metered,2025-07-10
a_01268,meinung,gastkommentar,metered,2025-08-08
a_01269,feuilleton,musik,metered,2026-02-06
a_01270,wirtschaft,immobilien,metered,2026-02-04
a_01271,meinung,gastkommentar,metered,2025-10-10
a_01272,politik,eu,premium,2026-05-13
a_01273,wirtschaft,boerse,metered,2025-10-25
a_01274,wirtschaft,unternehmen,metered,2026-04-17
a_01275,sport,fussball,free,2025-08-03
a_01276,international,klima,metered,2025-03-14
a_01277,international,europa,premium,2025-01-07
a_01278,politik,abstimmungen,premium,2025-10-03
a_01279,lifestyle,reisen,premium,2026-04-26
a_01280,wirtschaft,makro,metered,2025-07-08
a_01281,international,asien,premium,2026-01-16
a_01282,wirtschaft,immobilien,metered,2025-09-20
a_01283,wirtschaft,boerse,metered,2026-03-05
a_01284,lifestyle,familie,metered,2026-02-17
a_01285,lifestyle,essen,premium,2025-12-29
a_01286,sport,ski,premium,2025-06-04
a_01287,meinung,leitartikel,metered,2025-07-09
a_01288,lifestyle,essen,premium,2025-08-17
a_01289,lifestyle,gesundheit,premium,2026-03-15
a_01290,sport,fussball,free,2025-11-05
a_01291,lifestyle,gesundheit,metered,2025-02-13
a_01292,lifestyle,familie,metered,2025-04-14
a_01293,lifestyle,familie,metered,2025-05-09
a_01294,international,klima,metered,2025-11-04
a_01295,lifestyle,familie,metered,2026-02-08
a_01296,sport,ski,metered,2025-01-30
a_01297,feuilleton,literatur,premium,2026-01-13
a_01298,international,amerika,metered,2025-11-13
a_01299,sport,eishockey,metered,2025-03-06
a_01300,international,asien,free,2025-01-26
a_01301,international,asien,free,2025-01-29
a_01302,politik,bundesrat,metered,2026-02-14
a_01303,wirtschaft,immobilien,free,2025-03-23
a_01304,meinung,leitartikel,free,2025-02-26
a_01305,politik,usa_politics,free,2025-07-12
a_01306,technologie,climate_tech,metered,2025-11-28
a_01307,politik,nahost,free,2025-07-27
a_01308,lifestyle,essen,metered,2025-10-19
a_01309,sport,fussball,metered,2025-06-11
a_01310,technologie,startups,metered,2025-07-17
a_01311,sport,eishockey,premium,2025-10-22
a_01312,technologie,climate_tech,metered,2025-11-27
a_01313,technologie,ki,premium,2026-01-22
a_01314,feuilleton,literatur,free,2026-03-29
a_01315,lifestyle,reisen,metered,2025-05-19
a_01316,lifestyle,gesundheit,metered,2025-01-12
a_01317,feuilleton,literatur,premium,2024-12-27
a_01318,politik,nahost,premium,2025-12-16
a_01319,sport,ski,metered,2025-07-20
a_01320,technologie,climate_tech,premium,2025-07-07
a_01321,lifestyle,essen,metered,2026-01-20
a_01322,wirtschaft,banken,metered,2025-12-15
a_01323,sport,fussball,free,2026-05-09
a_01324,lifestyle,reisen,metered,2026-04-16
a_01325,meinung,gastkommentar,metered,2026-01-30
a_01326,lifestyle,familie,metered,2025-12-02
a_01327,technologie,gadgets,metered,2026-04-29
a_01328,wirtschaft,boerse,metered,2025-02-06
a_01329,wirtschaft,banken,free,2026-06-03
a_01330,lifestyle,gesundheit,metered,2025-07-11
a_01331,technologie,climate_tech,metered,2025-03-31
a_01332,lifestyle,reisen,free,2025-09-30
a_01333,feuilleton,literatur,metered,2026-04-27
a_01334,politik,nahost,free,2025-01-17
a_01335,wirtschaft,immobilien,metered,2025-02-14
a_01336,sport,ski,metered,2025-11-26
a_01337,politik,abstimmungen,metered,2025-12-11
a_01338,wirtschaft,immobilien,metered,2026-01-07
a_01339,wirtschaft,immobilien,free,2026-04-30
a_01340,wirtschaft,makro,metered,2026-02-06
a_01341,sport,eishockey,metered,2026-03-08
a_01342,lifestyle,reisen,premium,2025-01-12
a_01343,sport,fussball,free,2025-06-05
a_01344,feuilleton,musik,free,2026-01-03
a_01345,meinung,gastkommentar,premium,2026-03-13
a_01346,technologie,climate_tech,metered,2025-06-11
a_01347,feuilleton,theater,metered,2025-10-19
a_01348,politik,usa_politics,metered,2025-03-09
a_01349,feuilleton,film,premium,2026-04-10
a_01350,politik,bundesrat,metered,2025-09-15
a_01351,wirtschaft,makro,free,2024-12-28
a_01352,meinung,gastkommentar,metered,2025-10-14
a_01353,wirtschaft,immobilien,metered,2025-04-10
a_01354,feuilleton,literatur,free,2025-08-05
a_01355,sport,eishockey,premium,2025-05-30
a_01356,international,asien,metered,2026-03-26
a_01357,wirtschaft,makro,metered,2026-03-29
a_01358,politik,bundesrat,premium,2025-02-03
a_01359,meinung,kolumne,metered,2025-05-16
a_01360,meinung,gastkommentar,free,2025-07-06
a_01361,meinung,gastkommentar,metered,2026-04-03
a_01362,technologie,cybersecurity,metered,2025-04-12
a_01363,lifestyle,familie,metered,2025-12-31
a_01364,meinung,leitartikel,metered,2024-11-30
a_01365,meinung,gastkommentar,free,2026-06-06
a_01366,technologie,startups,free,2025-05-25
a_01367,wirtschaft,makro,metered,2025-04-13
a_01368,wirtschaft,banken,free,2026-01-10
a_01369,feuilleton,literatur,premium,2025-11-07
a_01370,lifestyle,familie,premium,2025-09-14
a_01371,lifestyle,reisen,premium,2026-05-19
a_01372,meinung,kolumne,metered,2025-07-13
a_01373,meinung,leitartikel,metered,2025-09-24
a_01374,lifestyle,gesundheit,metered,2025-08-16
a_01375,wirtschaft,boerse,free,2025-02-14
a_01376,politik,bundesrat,premium,2025-05-09
a_01377,technologie,climate_tech,metered,2025-11-02
a_01378,wirtschaft,unternehmen,metered,2025-01-14
a_01379,wirtschaft,immobilien,premium,2026-01-18
a_01380,sport,ski,metered,2025-10-25
a_01381,lifestyle,gesundheit,premium,2025-11-30
a_01382,sport,ski,metered,2026-03-10
a_01383,politik,bundesrat,premium,2025-08-21
a_01384,wirtschaft,banken,premium,2026-02-22
a_01385,feuilleton,musik,metered,2026-01-29
a_01386,politik,nahost,metered,2025-03-22
a_01387,feuilleton,musik,metered,2025-04-14
a_01388,politik,usa_politics,premium,2025-07-22
a_01389,lifestyle,familie,metered,2024-12-28
a_01390,politik,bundesrat,premium,2025-10-02
a_01391,wirtschaft,makro,premium,2026-05-08
a_01392,politik,bundesrat,metered,2026-03-03
a_01393,feuilleton,kunst,free,2026-01-17
a_01394,lifestyle,essen,metered,2025-02-28
a_01395,meinung,gastkommentar,metered,2026-03-02
a_01396,international,europa,metered,2025-01-20
a_01397,meinung,gastkommentar,metered,2025-07-08
a_01398,sport,eishockey,metered,2026-05-20
a_01399,international,asien,metered,2026-02-05
a_01400,wirtschaft,banken,metered,2025-01-28
a_01401,politik,bundesrat,free,2025-09-13
a_01402,feuilleton,film,free,2026-06-24
a_01403,international,europa,metered,2025-07-30
a_01404,lifestyle,familie,metered,2025-10-30
a_01405,meinung,gastkommentar,metered,2025-06-21
a_01406,international,amerika,premium,2025-08-30
a_01407,technologie,climate_tech,premium,2025-09-11
a_01408,wirtschaft,boerse,free,2025-02-23
a_01409,politik,nahost,premium,2026-05-27
a_01410,politik,abstimmungen,metered,2026-04-07
a_01411,lifestyle,familie,metered,2024-12-31
a_01412,feuilleton,theater,free,2025-02-13
a_01413,sport,fussball,free,2025-11-27
a_01414,sport,olympia,premium,2025-07-02
a_01415,politik,nahost,metered,2025-12-18
a_01416,politik,usa_politics,metered,2024-11-30
a_01417,technologie,ki,premium,2026-01-31
a_01418,technologie,climate_tech,metered,2024-11-14
a_01419,wirtschaft,banken,free,2025-02-28
a_01420,politik,bundesrat,metered,2026-01-17
a_01421,meinung,kolumne,metered,2025-05-31
a_01422,politik,bundesrat,metered,2025-03-07
a_01423,feuilleton,kunst,metered,2026-04-20
a_01424,technologie,ki,metered,2025-10-31
a_01425,wirtschaft,makro,metered,2025-04-24
a_01426,lifestyle,reisen,metered,2026-01-14
a_01427,international,afrika,free,2025-01-21
a_01428,wirtschaft,unternehmen,free,2025-08-26
a_01429,technologie,ki,metered,2025-02-23
a_01430,lifestyle,reisen,premium,2025-12-04
a_01431,meinung,gastkommentar,metered,2025-04-15
a_01432,feuilleton,kunst,metered,2025-03-27
a_01433,international,amerika,metered,2025-04-05
a_01434,feuilleton,film,free,2026-03-12
a_01435,wirtschaft,immobilien,metered,2026-04-10
a_01436,politik,nahost,metered,2025-03-06
a_01437,international,klima,metered,2025-02-04
a_01438,wirtschaft,unternehmen,free,2025-10-25
a_01439,wirtschaft,banken,premium,2025-11-25
a_01440,politik,usa_politics,free,2026-03-23
a_01441,feuilleton,kunst,free,2026-03-14
a_01442,technologie,cybersecurity,metered,2026-02-25
a_01443,technologie,cybersecurity,premium,2024-11-27
a_01444,lifestyle,familie,premium,2024-12-02
a_01445,technologie,ki,metered,2025-02-22
a_01446,politik,nahost,metered,2025-06-11
a_01447,lifestyle,familie,metered,2026-01-23
a_01448,feuilleton,musik,free,2026-04-02
a_01449,international,europa,metered,2026-01-11
a_01450,feuilleton,musik,metered,2026-04-01
a_01451,politik,bundesrat,metered,2025-06-15
a_01452,sport,ski,metered,2025-11-22
a_01453,sport,fussball,premium,2025-01-22
a_01454,lifestyle,gesundheit,metered,2025-01-05
a_01455,meinung,kolumne,metered,2026-03-17
a_01456,politik,nahost,premium,2025-07-04
a_01457,politik,usa_politics,metered,2026-01-16
a_01458,meinung,leitartikel,metered,2026-06-07
a_01459,politik,usa_politics,metered,2025-10-15
a_01460,meinung,leitartikel,metered,2025-01-04
a_01461,international,asien,premium,2025-12-04
a_01462,lifestyle,essen,metered,2026-03-02
a_01463,technologie,gadgets,premium,2025-04-16
a_01464,feuilleton,theater,free,2025-07-12
a_01465,meinung,gastkommentar,premium,2025-11-17
a_01466,politik,eu,metered,2026-01-27
a_01467,technologie,ki,free,2025-02-18
a_01468,wirtschaft,unternehmen,free,2024-12-03
a_01469,politik,abstimmungen,metered,2025-11-23
a_01470,technologie,gadgets,metered,2024-11-07
a_01471,meinung,kolumne,free,2025-08-02
a_01472,meinung,leitartikel,metered,2025-05-02
a_01473,sport,ski,metered,2025-07-25
a_01474,meinung,kolumne,metered,2026-04-13
a_01475,sport,tennis,metered,2026-05-23
a_01476,wirtschaft,boerse,premium,2025-12-18
a_01477,meinung,kolumne,metered,2025-06-14
a_01478,politik,eu,metered,2025-11-07
a_01479,politik,usa_politics,premium,2025-01-24
a_01480,meinung,kolumne,premium,2026-06-29
a_01481,technologie,ki,metered,2026-04-15
a_01482,politik,eu,free,2025-05-30
a_01483,sport,olympia,free,2024-11-15
a_01484,international,asien,metered,2026-04-01
a_01485,lifestyle,gesundheit,premium,2024-11-19
a_01486,lifestyle,essen,free,2025-01-06
a_01487,technologie,cybersecurity,metered,2024-11-04
a_01488,wirtschaft,unternehmen,free,2025-02-12
a_01489,sport,olympia,metered,2026-05-12
a_01490,meinung,leitartikel,premium,2025-08-18
a_01491,technologie,gadgets,premium,2025-02-10
a_01492,wirtschaft,unternehmen,premium,2026-06-06
a_01493,international,amerika,metered,2025-07-11
a_01494,international,amerika,metered,2026-01-01
a_01495,politik,nahost,premium,2025-09-27
a_01496,meinung,kolumne,metered,2025-01-08
a_01497,wirtschaft,unternehmen,premium,2026-01-06
a_01498,feuilleton,literatur,metered,2026-06-03
a_01499,international,amerika,free,2026-06-16
a_01500,technologie,ki,free,2026-02-08
a_01501,feuilleton,film,premium,2025-12-13
a_01502,politik,usa_politics,free,2026-01-22
a_01503,lifestyle,familie,premium,2026-06-12
a_01504,feuilleton,theater,metered,2025-10-01
a_01505,meinung,gastkommentar,metered,2026-05-05
a_01506,wirtschaft,immobilien,metered,2025-06-27
a_01507,lifestyle,essen,metered,2025-05-12
a_01508,feuilleton,literatur,free,2025-01-06
a_01509,technologie,gadgets,metered,2025-08-08
a_01510,politik,usa_politics,premium,2025-11-12
a_01511,meinung,leitartikel,free,2025-07-06
a_01512,international,klima,metered,2025-01-17
a_01513,sport,ski,premium,2025-07-26
a_01514,sport,eishockey,free,2025-10-25
a_01515,technologie,ki,free,2025-01-11
a_01516,lifestyle,reisen,premium,2025-09-24
a_01517,lifestyle,gesundheit,premium,2025-06-20
a_01518,politik,eu,metered,2025-10-29
a_01519,feuilleton,literatur,premium,2024-11-04
a_01520,lifestyle,familie,metered,2026-03-17
a_01521,international,klima,free,2025-07-01
a_01522,technologie,ki,metered,2025-07-08
a_01523,politik,usa_politics,premium,2025-01-07
a_01524,technologie,ki,metered,2025-07-24
a_01525,international,afrika,metered,2025-06-30
a_01526,lifestyle,gesundheit,metered,2024-12-07
a_01527,technologie,gadgets,metered,2025-10-18
a_01528,meinung,kolumne,metered,2025-04-24
a_01529,international,europa,free,2025-06-05
a_01530,technologie,cybersecurity,premium,2024-12-20
a_01531,meinung,gastkommentar,metered,2025-11-24
a_01532,international,afrika,free,2025-01-26
a_01533,politik,abstimmungen,free,2025-10-27
a_01534,wirtschaft,unternehmen,premium,2025-07-18
a_01535,lifestyle,essen,metered,2026-01-26
a_01536,politik,nahost,metered,2025-07-06
a_01537,international,klima,metered,2025-12-03
a_01538,international,europa,metered,2026-05-23
a_01539,feuilleton,theater,premium,2025-04-07
a_01540,international,klima,metered,2025-01-12
a_01541,meinung,gastkommentar,free,2025-11-04
a_01542,meinung,kolumne,premium,2025-01-30
a_01543,international,afrika,metered,2025-03-14
a_01544,lifestyle,essen,metered,2026-01-30
a_01545,international,europa,free,2025-12-21
a_01546,international,europa,premium,2024-11-14
a_01547,technologie,ki,premium,2025-10-24
a_01548,sport,olympia,metered,2025-12-01
a_01549,wirtschaft,banken,free,2025-05-15
a_01550,politik,bundesrat,free,2026-01-28
a_01551,feuilleton,musik,metered,2026-01-12
a_01552,sport,fussball,metered,2025-11-17
a_01553,wirtschaft,immobilien,metered,2025-04-01
a_01554,feuilleton,musik,metered,2025-04-24
a_01555,lifestyle,gesundheit,metered,2025-09-29
a_01556,politik,usa_politics,metered,2025-01-02
a_01557,feuilleton,literatur,premium,2025-07-08
a_01558,international,asien,metered,2026-06-27
a_01559,feuilleton,kunst,premium,2025-11-25
a_01560,technologie,gadgets,metered,2026-04-06
a_01561,meinung,kolumne,free,2025-05-17
a_01562,lifestyle,familie,metered,2026-01-18
a_01563,technologie,gadgets,premium,2026-01-21
a_01564,meinung,gastkommentar,premium,2025-02-22
a_01565,international,afrika,metered,2025-03-15
a_01566,feuilleton,musik,free,2025-07-20
a_01567,feuilleton,musik,metered,2025-11-22
a_01568,meinung,leitartikel,free,2026-01-05
a_01569,technologie,cybersecurity,metered,2026-06-16
a_01570,technologie,climate_tech,premium,2025-01-01
a_01571,international,europa,metered,2025-11-24
a_01572,meinung,kolumne,premium,2026-06-05
a_01573,lifestyle,familie,metered,2025-02-11
a_01574,wirtschaft,immobilien,free,2026-06-03
a_01575,politik,bundesrat,free,2026-03-27
a_01576,lifestyle,reisen,premium,2025-01-31
a_01577,sport,eishockey,metered,2025-03-09
a_01578,feuilleton,kunst,metered,2025-02-28
a_01579,lifestyle,gesundheit,free,2024-12-26
a_01580,sport,fussball,metered,2025-06-09
a_01581,politik,eu,free,2025-07-26
a_01582,meinung,kolumne,metered,2025-08-01
a_01583,wirtschaft,unternehmen,premium,2026-03-21
a_01584,international,europa,metered,2025-07-26
a_01585,feuilleton,musik,premium,2025-02-25
a_01586,feuilleton,musik,premium,2025-12-23
a_01587,lifestyle,gesundheit,metered,2025-11-25
a_01588,politik,bundesrat,metered,2025-08-13
a_01589,technologie,ki,metered,2025-11-26
a_01590,international,afrika,free,2025-02-20
a_01591,politik,usa_politics,premium,2026-02-16
a_01592,international,afrika,premium,2025-04-08
a_01593,meinung,gastkommentar,metered,2024-11-30
a_01594,wirtschaft,banken,metered,2025-07-08
a_01595,lifestyle,essen,free,2025-03-26
a_01596,lifestyle,familie,free,2025-09-12
a_01597,international,afrika,metered,2025-08-09
a_01598,international,amerika,premium,2026-05-15
a_01599,meinung,kolumne,free,2025-07-11
a_01600,politik,usa_politics,premium,2024-12-29
a_01601,technologie,cybersecurity,metered,2025-09-08
a_01602,lifestyle,essen,metered,2026-03-04
a_01603,lifestyle,reisen,free,2025-04-11
a_01604,wirtschaft,makro,free,2025-05-08
a_01605,technologie,startups,metered,2025-02-18
a_01606,lifestyle,familie,metered,2026-01-16
a_01607,politik,abstimmungen,metered,2025-02-10
a_01608,politik,eu,metered,2025-04-06
a_01609,politik,bundesrat,free,2024-12-23
a_01610,technologie,climate_tech,metered,2025-06-22
a_01611,feuilleton,film,metered,2026-04-11
a_01612,lifestyle,reisen,metered,2025-07-28
a_01613,international,afrika,free,2025-01-11
a_01614,politik,nahost,premium,2026-01-30
a_01615,technologie,ki,free,2025-06-04
a_01616,lifestyle,gesundheit,premium,2025-02-09
a_01617,politik,eu,metered,2024-11-12
a_01618,politik,bundesrat,metered,2025-05-30
a_01619,lifestyle,essen,free,2025-02-04
a_01620,politik,usa_politics,metered,2025-09-17
a_01621,wirtschaft,unternehmen,metered,2025-07-21
a_01622,international,europa,free,2025-12-05
a_01623,technologie,gadgets,free,2025-04-16
a_01624,international,klima,metered,2024-12-17
a_01625,feuilleton,musik,metered,2025-01-09
a_01626,technologie,climate_tech,metered,2024-12-28
a_01627,meinung,gastkommentar,free,2025-04-12
a_01628,international,afrika,free,2026-01-11
a_01629,wirtschaft,boerse,metered,2025-09-29
a_01630,politik,abstimmungen,free,2025-06-11
a_01631,sport,tennis,free,2025-03-25
a_01632,meinung,gastkommentar,free,2025-02-09
a_01633,meinung,leitartikel,premium,2025-01-28
a_01634,lifestyle,familie,metered,2025-04-09
a_01635,technologie,gadgets,metered,2025-08-31
a_01636,international,afrika,metered,2025-10-30
a_01637,technologie,ki,metered,2026-05-28
a_01638,feuilleton,film,free,2026-06-02
a_01639,lifestyle,essen,metered,2025-04-09
a_01640,feuilleton,kunst,free,2026-01-19
a_01641,lifestyle,familie,premium,2025-01-19
a_01642,technologie,cybersecurity,metered,2026-02-27
a_01643,wirtschaft,unternehmen,premium,2026-05-19
a_01644,politik,nahost,premium,2025-11-05
a_01645,international,afrika,free,2025-09-23
a_01646,lifestyle,essen,metered,2025-06-14
a_01647,politik,bundesrat,metered,2026-04-21
a_01648,wirtschaft,banken,premium,2026-06-08
a_01649,sport,eishockey,premium,2026-01-04
a_01650,meinung,leitartikel,metered,2024-12-20
a_01651,sport,olympia,metered,2026-04-18
a_01652,wirtschaft,immobilien,metered,2026-03-06
a_01653,technologie,cybersecurity,premium,2025-06-06
a_01654,technologie,gadgets,metered,2025-04-06
a_01655,technologie,ki,metered,2026-02-10
a_01656,international,klima,premium,2025-11-04
a_01657,sport,tennis,free,2026-01-31
a_01658,meinung,gastkommentar,metered,2026-06-20
a_01659,feuilleton,theater,metered,2025-06-13
a_01660,international,europa,metered,2026-03-27
a_01661,sport,olympia,free,2025-08-12
a_01662,sport,fussball,free,2026-04-01
a_01663,technologie,gadgets,metered,2025-03-28
a_01664,feuilleton,film,metered,2026-03-15
a_01665,feuilleton,film,premium,2026-01-03
a_01666,lifestyle,familie,premium,2025-08-03
a_01667,politik,abstimmungen,metered,2026-05-12
a_01668,politik,nahost,metered,2025-06-27
a_01669,lifestyle,reisen,premium,2026-01-25
a_01670,feuilleton,literatur,free,2025-09-11
a_01671,lifestyle,essen,premium,2025-01-25
a_01672,technologie,cybersecurity,premium,2025-04-23
a_01673,wirtschaft,unternehmen,premium,2026-03-01
a_01674,wirtschaft,unternehmen,metered,2025-08-18
a_01675,international,amerika,free,2026-04-01
a_01676,international,amerika,metered,2025-01-16
a_01677,feuilleton,film,metered,2026-02-10
a_01678,sport,tennis,metered,2026-04-26
a_01679,lifestyle,essen,metered,2026-06-26
a_01680,wirtschaft,banken,metered,2026-01-21
a_01681,technologie,gadgets,metered,2025-08-14
a_01682,feuilleton,literatur,metered,2024-12-08
a_01683,international,asien,metered,2025-03-05
a_01684,feuilleton,literatur,free,2025-12-06
a_01685,sport,tennis,metered,2026-04-20
a_01686,technologie,gadgets,premium,2026-02-04
a_01687,technologie,startups,premium,2025-11-04
a_01688,politik,usa_politics,premium,2026-04-07
a_01689,politik,eu,metered,2025-05-06
a_01690,lifestyle,essen,premium,2025-05-19
a_01691,lifestyle,familie,metered,2024-12-24
a_01692,wirtschaft,makro,premium,2025-11-18
a_01693,technologie,ki,free,2025-02-20
a_01694,feuilleton,literatur,metered,2025-04-17
a_01695,sport,eishockey,free,2024-12-28
a_01696,technologie,ki,free,2026-03-31
a_01697,technologie,ki,metered,2025-03-06
a_01698,feuilleton,literatur,free,2026-04-16
a_01699,lifestyle,familie,metered,2025-03-21
a_01700,meinung,leitartikel,premium,2024-12-17
a_01701,lifestyle,reisen,metered,2026-06-17
a_01702,meinung,gastkommentar,metered,2025-04-23
a_01703,feuilleton,literatur,premium,2026-01-13
a_01704,feuilleton,film,metered,2025-01-02
a_01705,politik,nahost,premium,2025-02-22
a_01706,meinung,leitartikel,metered,2025-07-01
a_01707,meinung,leitartikel,free,2026-02-02
a_01708,international,afrika,metered,2024-11-04
a_01709,feuilleton,literatur,premium,2025-11-20
a_01710,politik,abstimmungen,free,2026-02-19
a_01711,international,asien,metered,2025-01-01
a_01712,meinung,leitartikel,metered,2025-07-20
a_01713,politik,abstimmungen,premium,2026-05-29
a_01714,feuilleton,film,premium,2025-09-21
a_01715,international,afrika,metered,2026-01-30
a_01716,lifestyle,reisen,metered,2026-01-25
a_01717,meinung,kolumne,metered,2025-07-09
a_01718,politik,bundesrat,premium,2026-01-07
a_01719,technologie,ki,free,2026-05-30
a_01720,politik,usa_politics,metered,2025-05-10
a_01721,sport,tennis,metered,2024-11-30
a_01722,sport,tennis,free,2026-02-19
a_01723,lifestyle,essen,metered,2025-05-10
a_01724,technologie,ki,premium,2025-11-24
a_01725,sport,olympia,metered,2025-02-05
a_01726,politik,usa_politics,metered,2025-03-13
a_01727,politik,eu,metered,2026-02-03
a_01728,lifestyle,reisen,metered,2024-11-18
a_01729,technologie,climate_tech,metered,2025-08-29
a_01730,feuilleton,kunst,premium,2026-02-02
a_01731,lifestyle,reisen,free,2025-08-13
a_01732,international,europa,premium,2025-02-09
a_01733,politik,nahost,premium,2025-11-21
a_01734,international,europa,metered,2025-01-08
a_01735,wirtschaft,banken,metered,2025-10-19
a_01736,lifestyle,gesundheit,premium,2025-07-14
a_01737,meinung,leitartikel,free,2025-09-26
a_01738,technologie,ki,metered,2026-05-14
a_01739,politik,usa_politics,metered,2026-04-22
a_01740,meinung,leitartikel,metered,2026-01-10
a_01741,international,klima,metered,2025-08-28
a_01742,lifestyle,essen,metered,2026-02-28
a_01743,lifestyle,gesundheit,free,2024-12-31
a_01744,wirtschaft,unternehmen,metered,2025-04-13
a_01745,feuilleton,musik,premium,2025-08-09
a_01746,lifestyle,essen,metered,2026-03-22
a_01747,sport,fussball,metered,2025-06-23
a_01748,meinung,leitartikel,premium,2025-07-11
a_01749,wirtschaft,banken,premium,2026-06-01
a_01750,lifestyle,essen,metered,2026-06-18
a_01751,sport,olympia,metered,2024-11-23
a_01752,sport,tennis,metered,2025-10-12
a_01753,international,klima,metered,2025-12-26
a_01754,technologie,cybersecurity,premium,2025-11-03
a_01755,sport,olympia,metered,2026-06-11
a_01756,feuilleton,film,metered,2026-05-10
a_01757,meinung,gastkommentar,premium,2025-04-02
a_01758,sport,tennis,metered,2026-05-30
a_01759,wirtschaft,boerse,free,2025-07-14
a_01760,feuilleton,theater,free,2024-11-11
a_01761,feuilleton,film,metered,2025-06-07
a_01762,technologie,climate_tech,metered,2025-03-22
a_01763,meinung,gastkommentar,free,2026-05-16
a_01764,wirtschaft,banken,metered,2025-11-08
a_01765,wirtschaft,immobilien,metered,2025-05-07
a_01766,international,afrika,metered,2024-11-03
a_01767,international,klima,free,2025-06-12
a_01768,lifestyle,essen,metered,2025-05-12
a_01769,technologie,startups,metered,2025-07-31
a_01770,lifestyle,familie,metered,2025-02-28
a_01771,technologie,startups,premium,2025-09-22
a_01772,international,afrika,free,2025-09-14
a_01773,international,europa,metered,2026-01-13
a_01774,sport,eishockey,free,2025-10-29
a_01775,wirtschaft,banken,free,2026-01-15
a_01776,international,asien,metered,2025-02-23
a_01777,lifestyle,familie,metered,2025-01-23
a_01778,sport,eishockey,metered,2025-09-22
a_01779,international,amerika,premium,2026-06-25
